t (seconds)	θ (degrees)	uncertainty t (type b)	uncertainty θ (type b, based on the precision of tracker app's autotracker measurements which can vary because of motion blur, estimated to be on the magnitude of +-1 degree)
28.73333	-36.74566	0.01	1
28.76667	-45.21519	0.01	1
28.8	-52.84666	0.01	1
28.83333	-58.48354	0.01	1
28.86667	-63.7915	0.01	1
28.9	-66.17198	0.01	1
28.93333	-66.55158	0.01	1
28.96667	-65.03847	0.01	1
29	-61.79854	0.01	1
29.03333	-56.7857	0.01	1
29.06667	-50.08164	0.01	1
29.1	-41.50016	0.01	1
29.13333	-36.64328	0.01	1
29.16667	-22.96794	0.01	1
29.2	-17.07426	0.01	1
29.23333	0.653381	0.01	1
29.26667	13.90496	0.01	1
29.3	25.76961	0.01	1
29.33333	35.98305	0.01	1
29.36667	45.80131	0.01	1
29.4	54.26265	0.01	1
29.43333	60.87275	0.01	1
29.46667	63.22333	0.01	1
29.5	65.29796	0.01	1
29.53333	66.1552	0.01	1
29.56667	65.34438	0.01	1
29.6	63.3051	0.01	1
29.63333	58.15706	0.01	1
29.66667	51.05387	0.01	1
29.7	42.49077	0.01	1
29.73333	32.23466	0.01	1
29.76667	22.37005	0.01	1
29.8	10.36097	0.01	1
29.83333	-3.72929	0.01	1
29.86667	-15.40611	0.01	1
29.9	-24.14258	0.01	1
29.93333	-35.44887	0.01	1
29.96667	-43.90013	0.01	1
30	-51.67927	0.01	1
30.03333	-57.56636	0.01	1
30.06667	-62.98594	0.01	1
30.1	-65.30446	0.01	1
30.13333	-65.68315	0.01	1
30.16667	-64.60605	0.01	1
30.2	-61.65787	0.01	1
30.23333	-56.53196	0.01	1
30.26667	-50.07671	0.01	1
30.3	-41.82863	0.01	1
30.33333	-32.16237	0.01	1
30.36667	-18.44927	0.01	1
30.4	-6.179303	0.01	1
30.43333	6.046808	0.01	1
30.46667	17.9581	0.01	1
30.5	29.45887	0.01	1
30.53333	39.36001	0.01	1
30.56667	48.61619	0.01	1
30.6	56.25243	0.01	1
30.63333	62.14022	0.01	1
30.66667	65.92098	0.01	1
30.7	65.76213	0.01	1
30.73333	66.04438	0.01	1
30.76667	65.25654	0.01	1
30.8	62.38406	0.01	1
30.83333	57.44081	0.01	1
30.86667	50.62852	0.01	1
30.9	41.91942	0.01	1
30.93333	31.96801	0.01	1
30.96667	20.52683	0.01	1
31	11.06334	0.01	1
31.03333	-1.978565	0.01	1
31.06667	-15.98582	0.01	1
31.1	-26.70563	0.01	1
31.13333	-35.87485	0.01	1
31.16667	-45.12715	0.01	1
31.2	-51.758	0.01	1
31.23333	-57.47027	0.01	1
31.26667	-61.73601	0.01	1
31.3	-64.02709	0.01	1
31.33333	-64.64928	0.01	1
31.36667	-63.5715	0.01	1
31.4	-60.4699	0.01	1
31.43333	-55.57943	0.01	1
31.46667	-49.93696	0.01	1
31.5	-41.3467	0.01	1
31.53333	-31.82311	0.01	1
31.56667	-22.42964	0.01	1
31.6	-10.7551	0.01	1
31.63333	5.057767	0.01	1
31.66667	16.0958	0.01	1
31.7	28.12305	0.01	1
31.73333	37.76976	0.01	1
31.76667	46.66305	0.01	1
31.8	53.39048	0.01	1
31.83333	59.50857	0.01	1
31.86667	63.745	0.01	1
31.9	65.53761	0.01	1
31.93333	65.81562	0.01	1
31.96667	63.69687	0.01	1
32	59.58952	0.01	1
32.03333	53.63624	0.01	1
32.06667	45.82201	0.01	1
32.1	36.75063	0.01	1
32.13333	25.46175	0.01	1
32.16667	14.0173	0.01	1
32.2	1.402573	0.01	1
32.23333	-9.044338	0.01	1
32.26667	-21.34989	0.01	1
32.3	-29.75714	0.01	1
32.33333	-38.80867	0.01	1
32.36667	-46.95558	0.01	1
32.4	-50.56262	0.01	1
32.43333	-56.27795	0.01	1
32.46667	-60.42203	0.01	1
32.5	-62.85901	0.01	1
32.53333	-63.38725	0.01	1
32.56667	-62.09722	0.01	1
32.6	-58.87242	0.01	1
32.63333	-53.90007	0.01	1
32.66667	-46.86135	0.01	1
32.7	-38.22947	0.01	1
32.73333	-28.16931	0.01	1
32.76667	-18.07806	0.01	1
32.8	-7.880548	0.01	1
32.83333	4.746508	0.01	1
32.86667	15.86201	0.01	1
32.9	27.05067	0.01	1
32.93333	37.05048	0.01	1
32.96667	46.23684	0.01	1
33	54.41673	0.01	1
33.03333	60.32231	0.01	1
33.06667	64.02534	0.01	1
33.1	65.09116	0.01	1
33.13333	65.1325	0.01	1
33.16667	63.03729	0.01	1
33.2	58.91841	0.01	1
33.23333	52.97174	0.01	1
33.26667	45.09059	0.01	1
33.3	35.91465	0.01	1
33.33333	25.8626	0.01	1
33.36667	14.02958	0.01	1
33.4	1.419203	0.01	1
33.43333	-10.71528	0.01	1
33.46667	-22.2555	0.01	1
33.5	-30.31176	0.01	1
33.53333	-38.83624	0.01	1
33.56667	-47.04655	0.01	1
33.6	-53.69234	0.01	1
33.63333	-58.53852	0.01	1
33.66667	-61.65283	0.01	1
33.7	-62.97445	0.01	1
33.73333	-62.52874	0.01	1
33.76667	-60.17425	0.01	1
33.8	-56.03473	0.01	1
33.83333	-49.87904	0.01	1
33.86667	-42.12613	0.01	1
33.9	-33.08432	0.01	1
33.93333	-25.81623	0.01	1
33.96667	-13.32044	0.01	1
34	-1.378399	0.01	1
34.03333	11.73943	0.01	1
34.06667	19.34921	0.01	1
34.1	30.2097	0.01	1
34.13333	39.72323	0.01	1
34.16667	48.37885	0.01	1
34.2	55.52328	0.01	1
34.23333	61.10726	0.01	1
34.26667	64.59718	0.01	1
34.3	64.3062	0.01	1
34.33333	64.31107	0.01	1
34.36667	61.80093	0.01	1
34.4	57.92901	0.01	1
34.43333	51.75286	0.01	1
34.46667	43.81684	0.01	1
34.5	34.37027	0.01	1
34.53333	24.05691	0.01	1
34.56667	12.79526	0.01	1
34.6	0.8456663	0.01	1
34.63333	-11.29705	0.01	1
34.66667	-22.96038	0.01	1
34.7	-30.86911	0.01	1
34.73333	-39.5594	0.01	1
34.76667	-47.47262	0.01	1
34.8	-53.70808	0.01	1
34.83333	-58.28226	0.01	1
34.86667	-61.00904	0.01	1
34.9	-63.66323	0.01	1
34.93333	-63.02752	0.01	1
34.96667	-60.59754	0.01	1
35	-56.21792	0.01	1
35.03333	-50.33366	0.01	1
35.06667	-42.38281	0.01	1
35.1	-33.14153	0.01	1
35.13333	-21.64462	0.01	1
35.16667	-10.68437	0.01	1
35.2	0.9135262	0.01	1
35.23333	12.7291	0.01	1
35.26667	24.82183	0.01	1
35.3	35.70643	0.01	1
35.33333	44.84382	0.01	1
35.36667	52.98981	0.01	1
35.4	58.91035	0.01	1
35.43333	63.0043	0.01	1
35.46667	63.16669	0.01	1
35.5	63.49573	0.01	1
35.53333	62.19327	0.01	1
35.56667	58.54552	0.01	1
35.6	53.25928	0.01	1
35.63333	46.03332	0.01	1
35.66667	37.3139	0.01	1
35.7	32.17712	0.01	1
35.73333	21.34297	0.01	1
35.76667	9.593771	0.01	1
35.8	-2.462495	0.01	1
35.83333	-14.42962	0.01	1
35.86667	-22.19561	0.01	1
35.9	-31.83603	0.01	1
35.93333	-40.72643	0.01	1
35.96667	-48.31652	0.01	1
36	-54.40753	0.01	1
36.03333	-58.72735	0.01	1
36.06667	-61.25726	0.01	1
36.1	-61.85828	0.01	1
36.13333	-60.94466	0.01	1
36.16667	-58.15272	0.01	1
36.2	-53.33541	0.01	1
36.23333	-46.77097	0.01	1
36.26667	-38.62242	0.01	1
36.3	-29.57626	0.01	1
36.33333	-20.52659	0.01	1
36.36667	-9.561874	0.01	1
36.4	2.978699	0.01	1
36.43333	14.50244	0.01	1
36.46667	25.45819	0.01	1
36.5	35.40497	0.01	1
36.53333	44.31255	0.01	1
36.56667	52.04636	0.01	1
36.6	58.11106	0.01	1
36.63333	62.4482	0.01	1
36.66667	62.90783	0.01	1
36.7	63.17617	0.01	1
36.73333	61.1853	0.01	1
36.76667	57.42724	0.01	1
36.8	51.95286	0.01	1
36.83333	44.77031	0.01	1
36.86667	35.82543	0.01	1
36.9	25.44364	0.01	1
36.93333	15.63549	0.01	1
36.96667	4.60958	0.01	1
37	-6.557502	0.01	1
37.03333	-17.20522	0.01	1
37.06667	-27.79418	0.01	1
37.1	-37.45859	0.01	1
37.13333	-45.4374	0.01	1
37.16667	-52.15264	0.01	1
37.2	-57.02047	0.01	1
37.23333	-60.01015	0.01	1
37.26667	-61.24483	0.01	1
37.3	-60.72554	0.01	1
37.33333	-59.80372	0.01	1
37.36667	-56.39867	0.01	1
37.4	-51.89643	0.01	1
37.43333	-44.94833	0.01	1
37.46667	-37.18104	0.01	1
37.5	-28.31421	0.01	1
37.53333	-17.44802	0.01	1
37.56667	-5.324753	0.01	1
37.6	6.264913	0.01	1
37.63333	16.50902	0.01	1
37.66667	27.80875	0.01	1
37.7	37.32475	0.01	1
37.73333	45.73234	0.01	1
37.76667	52.92121	0.01	1
37.8	58.45615	0.01	1
37.83333	62.44715	0.01	1
37.86667	62.50451	0.01	1
37.9	62.45403	0.01	1
37.93333	59.9917	0.01	1
37.96667	57.82268	0.01	1
38	51.80123	0.01	1
38.03333	42.4614	0.01	1
38.06667	33.34032	0.01	1
38.1	22.731	0.01	1
38.13333	11.37505	0.01	1
38.16667	-1.388366	0.01	1
38.2	-13.49145	0.01	1
38.23333	-23.81957	0.01	1
38.26667	-30.96722	0.01	1
38.3	-39.40195	0.01	1
38.33333	-46.90889	0.01	1
38.36667	-52.98462	0.01	1
38.4	-57.37886	0.01	1
38.43333	-59.88912	0.01	1
38.46667	-60.51383	0.01	1
38.5	-59.58093	0.01	1
38.53333	-56.70119	0.01	1
38.56667	-51.85666	0.01	1
38.6	-45.46092	0.01	1
38.63333	-37.3109	0.01	1
38.66667	-27.51478	0.01	1
38.7	-17.3821	0.01	1
38.73333	-6.667476	0.01	1
38.76667	4.661174	0.01	1
38.8	15.48125	0.01	1
38.83333	26.43417	0.01	1
38.86667	35.86553	0.01	1
38.9	44.32592	0.01	1
38.93333	51.84201	0.01	1
38.96667	54.81185	0.01	1
39	59.9053	0.01	1
39.03333	61.1666	0.01	1
39.06667	62.17936	0.01	1
39.1	61.27099	0.01	1
39.13333	58.08283	0.01	1
39.16667	53.26839	0.01	1
39.2	46.80469	0.01	1
39.23333	38.83786	0.01	1
39.26667	29.02468	0.01	1
39.3	18.56879	0.01	1
39.33333	7.201461	0.01	1
39.36667	-4.332723	0.01	1
39.4	-15.1444	0.01	1
39.43333	-26.07113	0.01	1
39.46667	-33.87494	0.01	1
39.5	-41.54174	0.01	1
39.53333	-48.60272	0.01	1
39.56667	-54.17826	0.01	1
39.6	-57.76323	0.01	1
39.63333	-59.74938	0.01	1
39.66667	-59.98148	0.01	1
39.7	-58.36412	0.01	1
39.73333	-55.06007	0.01	1
39.76667	-49.83449	0.01	1
39.8	-42.95506	0.01	1
39.83333	-34.55903	0.01	1
39.86667	-27.77957	0.01	1
39.9	-16.48362	0.01	1
39.93333	-3.926942	0.01	1
39.96667	7.050208	0.01	1
40	17.49845	0.01	1
40.03333	28.20482	0.01	1
40.06667	37.76818	0.01	1
40.1	46.24453	0.01	1
40.13333	53.20965	0.01	1
40.16667	58.40974	0.01	1
40.2	59.76627	0.01	1
40.23333	61.51626	0.01	1
40.26667	61.01957	0.01	1
40.3	58.15291	0.01	1
40.33333	53.89662	0.01	1
40.36667	47.47585	0.01	1
40.4	39.60518	0.01	1
40.43333	30.52567	0.01	1
40.46667	20.16146	0.01	1
40.5	10.60489	0.01	1
40.53333	-1.798431	0.01	1
40.56667	-13.57347	0.01	1
40.6	-19.62333	0.01	1
40.63333	-25.90169	0.01	1
40.66667	-36.1414	0.01	1
40.7	-43.55251	0.01	1
40.73333	-50.07552	0.01	1
40.76667	-55.08528	0.01	1
40.8	-58.1049	0.01	1
40.83333	-59.45079	0.01	1
40.86667	-59.11366	0.01	1
40.9	-56.7518	0.01	1
40.93333	-52.65453	0.01	1
40.96667	-46.79181	0.01	1
41	-39.51241	0.01	1
41.03333	-30.65189	0.01	1
41.06667	-21.07013	0.01	1
41.1	-11.08447	0.01	1
41.13333	-0.2805336	0.01	1
41.16667	11.24722	0.01	1
41.2	21.96411	0.01	1
41.23333	31.74636	0.01	1
41.26667	41.13565	0.01	1
41.3	48.92121	0.01	1
41.33333	54.98359	0.01	1
41.36667	59.58581	0.01	1
41.4	60.45091	0.01	1
41.43333	61.00923	0.01	1
41.46667	59.71882	0.01	1
41.5	56.21468	0.01	1
41.53333	50.93487	0.01	1
41.56667	44.41004	0.01	1
41.6	35.7765	0.01	1
41.63333	26.44913	0.01	1
41.66667	15.67298	0.01	1
41.7	4.516328	0.01	1
41.73333	-6.475042	0.01	1
41.76667	-17.89717	0.01	1
41.8	-27.05147	0.01	1
41.83333	-36.55779	0.01	1
41.86667	-45.06969	0.01	1
41.9	-51.66463	0.01	1
41.93333	-56.8062	0.01	1
41.96667	-60.42411	0.01	1
42	-61.59769	0.01	1
42.03333	-61.60008	0.01	1
42.06667	-59.37831	0.01	1
42.1	-55.32585	0.01	1
42.13333	-49.46802	0.01	1
42.16667	-42.21821	0.01	1
42.2	-33.1643	0.01	1
42.23333	-28.54251	0.01	1
42.26667	-18.52957	0.01	1
42.3	-7.17532	0.01	1
42.33333	4.849764	0.01	1
42.36667	16.67189	0.01	1
42.4	26.43528	0.01	1
42.43333	35.48372	0.01	1
42.46667	44.12384	0.01	1
42.5	51.04829	0.01	1
42.53333	56.74949	0.01	1
42.56667	60.38748	0.01	1
42.6	60.42359	0.01	1
42.63333	60.42223	0.01	1
42.66667	57.95956	0.01	1
42.7	54.00608	0.01	1
42.73333	48.34766	0.01	1
42.76667	40.94282	0.01	1
42.8	32.35345	0.01	1
42.83333	22.73448	0.01	1
42.86667	13.47413	0.01	1
42.9	0.6437789	0.01	1
42.93333	-8.251642	0.01	1
42.96667	-17.89317	0.01	1
43	-27.36919	0.01	1
43.03333	-36.04894	0.01	1
43.06667	-43.96781	0.01	1
43.1	-49.96787	0.01	1
43.13333	-54.56144	0.01	1
43.16667	-57.39122	0.01	1
43.2	-58.12517	0.01	1
43.23333	-57.0959	0.01	1
43.26667	-53.79121	0.01	1
43.3	-49.00113	0.01	1
43.33333	-42.39383	0.01	1
43.36667	-33.82557	0.01	1
43.4	-26.93341	0.01	1
43.43333	-17.86622	0.01	1
43.46667	-7.240035	0.01	1
43.5	4.30628	0.01	1
43.53333	15.70318	0.01	1
43.56667	25.57779	0.01	1
43.6	35.43598	0.01	1
43.63333	43.69657	0.01	1
43.66667	50.79049	0.01	1
43.7	56.431	0.01	1
43.73333	59.76308	0.01	1
43.76667	59.70564	0.01	1
43.8	59.71061	0.01	1
43.83333	57.51848	0.01	1
43.86667	55.65821	0.01	1
43.9	50.65748	0.01	1
43.93333	46.35101	0.01	1
43.96667	38.38992	0.01	1
44	29.45499	0.01	1
44.03333	19.22762	0.01	1
44.06667	6.129037	0.01	1
44.1	-4.537945	0.01	1
44.13333	-17.03082	0.01	1
44.16667	-26.33645	0.01	1
44.2	-33.75328	0.01	1
44.23333	-41.64455	0.01	1
44.26667	-47.93619	0.01	1
44.3	-52.94343	0.01	1
44.33333	-56.21438	0.01	1
44.36667	-57.7844	0.01	1
44.4	-57.76974	0.01	1
44.43333	-55.77046	0.01	1
44.46667	-52.06194	0.01	1
44.5	-46.5074	0.01	1
44.53333	-39.43959	0.01	1
44.56667	-30.89954	0.01	1
44.6	-21.88975	0.01	1
44.63333	-11.74087	0.01	1
44.66667	-0.5909623	0.01	1
44.7	10.32058	0.01	1
44.73333	20.09097	0.01	1
44.76667	30.23291	0.01	1
44.8	39.02445	0.01	1
44.83333	46.53262	0.01	1
44.86667	52.76732	0.01	1
44.9	57.69296	0.01	1
44.93333	58.73907	0.01	1
44.96667	59.41816	0.01	1
45	58.44571	0.01	1
45.03333	54.97674	0.01	1
45.06667	50.33937	0.01	1
45.1	44.2244	0.01	1
45.13333	36.11487	0.01	1
45.16667	28.58525	0.01	1
45.2	18.64153	0.01	1
45.23333	8.279058	0.01	1
45.26667	-2.515385	0.01	1
45.3	-13.18136	0.01	1
45.33333	-23.36846	0.01	1
45.36667	-33.21986	0.01	1
45.4	-40.79828	0.01	1
45.43333	-47.72731	0.01	1
45.46667	-52.51524	0.01	1
45.5	-54.40067	0.01	1
45.53333	-56.77438	0.01	1
45.56667	-57.41641	0.01	1
45.6	-56.43147	0.01	1
45.63333	-53.51033	0.01	1
45.66667	-48.79544	0.01	1
45.7	-42.58545	0.01	1
45.73333	-34.67075	0.01	1
45.76667	-25.59983	0.01	1
45.8	-15.85796	0.01	1
45.83333	-5.099928	0.01	1
45.86667	5.775413	0.01	1
45.9	15.76716	0.01	1
45.93333	26.06077	0.01	1
45.96667	34.83394	0.01	1
46	43.36572	0.01	1
46.03333	49.97858	0.01	1
46.06667	55.54981	0.01	1
46.1	57.56761	0.01	1
46.13333	58.7599	0.01	1
46.16667	58.76796	0.01	1
46.2	56.42154	0.01	1
46.23333	52.46279	0.01	1
46.26667	46.52943	0.01	1
46.3	39.3047	0.01	1
46.33333	30.36755	0.01	1
46.36667	22.60092	0.01	1
46.4	11.78177	0.01	1
46.43333	0.3932791	0.01	1
46.46667	-11.20819	0.01	1
46.5	-22.15924	0.01	1
46.53333	-30.30229	0.01	1
46.56667	-37.61434	0.01	1
46.6	-45.00286	0.01	1
46.63333	-50.30092	0.01	1
46.66667	-54.15498	0.01	1
46.7	-56.41278	0.01	1
46.73333	-56.98079	0.01	1
46.76667	-55.746	0.01	1
46.8	-52.7807	0.01	1
46.83333	-47.97051	0.01	1
46.86667	-41.56261	0.01	1
46.9	-33.82711	0.01	1
46.93333	-28.3345	0.01	1
46.96667	-15.16483	0.01	1
47	-6.851005	0.01	1
47.03333	5.854529	0.01	1
47.06667	16.1528	0.01	1
47.1	26.52948	0.01	1
47.13333	31.78101	0.01	1
47.16667	40.5303	0.01	1
47.2	47.97322	0.01	1
47.23333	53.2844	0.01	1
47.26667	55.30625	0.01	1
47.3	57.65606	0.01	1
47.33333	58.15429	0.01	1
47.36667	56.89016	0.01	1
47.4	53.47514	0.01	1
47.43333	48.32827	0.01	1
47.46667	41.5432	0.01	1
47.5	33.23168	0.01	1
47.53333	23.79526	0.01	1
47.56667	13.65139	0.01	1
47.6	2.034843	0.01	1
47.63333	-8.885672	0.01	1
47.66667	-19.24051	0.01	1
47.7	-26.00474	0.01	1
47.73333	-34.45052	0.01	1
47.76667	-41.68409	0.01	1
47.8	-47.94467	0.01	1
47.83333	-52.48979	0.01	1
47.86667	-55.40477	0.01	1
47.9	-56.71031	0.01	1
47.93333	-56.1825	0.01	1
47.96667	-53.94505	0.01	1
48	-49.85962	0.01	1
48.03333	-44.1872	0.01	1
48.06667	-37.53921	0.01	1
48.1	-29.11243	0.01	1
48.13333	-20.21214	0.01	1
48.16667	-9.383343	0.01	1
48.2	1.171298	0.01	1
48.23333	11.56594	0.01	1
48.26667	21.18599	0.01	1
48.3	31.54477	0.01	1
48.33333	39.80479	0.01	1
48.36667	47.81215	0.01	1
48.4	53.53514	0.01	1
48.43333	57.35938	0.01	1
48.46667	57.75031	0.01	1
48.5	58.03658	0.01	1
48.53333	56.37803	0.01	1
48.56667	52.74961	0.01	1
48.6	47.41684	0.01	1
48.63333	40.60163	0.01	1
48.66667	32.09628	0.01	1
48.7	21.9414	0.01	1
48.73333	11.19232	0.01	1
48.76667	8.748429	0.01	1
48.8	-2.97927	0.01	1
48.83333	-13.27461	0.01	1
48.86667	-21.96672	0.01	1
48.9	-31.937	0.01	1
48.93333	-39.4228	0.01	1
48.96667	-45.67202	0.01	1
49	-50.67788	0.01	1
49.03333	-54.36011	0.01	1
49.06667	-56.16056	0.01	1
49.1	-56.34964	0.01	1
49.13333	-54.58806	0.01	1
49.16667	-51.07539	0.01	1
49.2	-45.86652	0.01	1
49.23333	-39.41966	0.01	1
49.26667	-32.7258	0.01	1
49.3	-23.04504	0.01	1
49.33333	-13.41638	0.01	1
49.36667	-2.615137	0.01	1
49.4	8.485649	0.01	1
49.43333	18.82115	0.01	1
49.46667	28.2189	0.01	1
49.5	37.28358	0.01	1
49.53333	45.19499	0.01	1
49.56667	51.36269	0.01	1
49.6	55.83156	0.01	1
49.63333	56.15109	0.01	1
49.66667	56.84783	0.01	1
49.7	56.15812	0.01	1
49.73333	53.47175	0.01	1
49.76667	48.75323	0.01	1
49.8	42.59276	0.01	1
49.83333	35.02942	0.01	1
49.86667	26.52707	0.01	1
49.9	17.60189	0.01	1
49.93333	7.538564	0.01	1
49.96667	-2.916119	0.01	1
50	-13.12543	0.01	1
50.03333	-22.76844	0.01	1
50.06667	-33.00704	0.01	1
50.1	-40.09256	0.01	1
50.13333	-46.43554	0.01	1
50.16667	-51.05754	0.01	1
50.2	-54.35493	0.01	1
50.23333	-55.87883	0.01	1
50.26667	-55.84503	0.01	1
50.3	-53.69459	0.01	1
50.33333	-50.10396	0.01	1
50.36667	-44.62122	0.01	1
50.4	-41.53292	0.01	1
50.43333	-34.75872	0.01	1
50.46667	-25.82274	0.01	1
50.5	-16.2258	0.01	1
50.53333	-5.670584	0.01	1
50.56667	4.544626	0.01	1
50.6	14.87549	0.01	1
50.63333	25.43576	0.01	1
50.66667	34.63121	0.01	1
50.7	42.57443	0.01	1
50.73333	49.43165	0.01	1
50.76667	54.2555	0.01	1
50.8	57.06623	0.01	1
50.83333	56.54107	0.01	1
50.86667	56.49477	0.01	1
50.9	54.02418	0.01	1
50.93333	50.26135	0.01	1
50.96667	44.72498	0.01	1
51	37.29413	0.01	1
51.03333	29.04142	0.01	1
51.06667	20.85905	0.01	1
51.1	10.77476	0.01	1
51.13333	-0.2074492	0.01	1
51.16667	-11.97948	0.01	1
51.2	-22.08181	0.01	1
51.23333	-30.15392	0.01	1
51.26667	-37.50053	0.01	1
51.3	-44.13894	0.01	1
51.33333	-49.42606	0.01	1
51.36667	-53.21301	0.01	1
51.4	-55.1806	0.01	1
51.43333	-55.4768	0.01	1
51.46667	-54.00363	0.01	1
51.5	-50.78324	0.01	1
51.53333	-45.78441	0.01	1
51.56667	-39.51116	0.01	1
51.6	-32.59985	0.01	1
51.63333	-24.82987	0.01	1
51.66667	-14.15918	0.01	1
51.7	-3.810795	0.01	1
51.73333	7.609463	0.01	1
51.76667	17.70156	0.01	1
51.8	27.54493	0.01	1
51.83333	36.79513	0.01	1
51.86667	44.33734	0.01	1
51.9	50.21358	0.01	1
51.93333	54.7449	0.01	1
51.96667	55.2522	0.01	1
52	56.12235	0.01	1
52.03333	56.10633	0.01	1
52.06667	54.29644	0.01	1
52.1	50.74281	0.01	1
52.13333	45.6739	0.01	1
52.16667	39.07114	0.01	1
52.2	30.72636	0.01	1
52.23333	21.83577	0.01	1
52.26667	11.47943	0.01	1
52.3	2.459677	0.01	1
52.33333	-9.460292	0.01	1
52.36667	-19.55705	0.01	1
52.4	-27.36441	0.01	1
52.43333	-35.45909	0.01	1
52.46667	-42.12191	0.01	1
52.5	-47.7987	0.01	1
52.53333	-51.95214	0.01	1
52.56667	-54.33171	0.01	1
52.6	-54.90604	0.01	1
52.63333	-53.9432	0.01	1
52.66667	-51.18341	0.01	1
52.7	-46.93466	0.01	1
52.73333	-40.76872	0.01	1
52.76667	-33.57194	0.01	1
52.8	-25.81077	0.01	1
52.83333	-16.71377	0.01	1
52.86667	-6.720896	0.01	1
52.9	4.72409	0.01	1
52.93333	14.73837	0.01	1
52.96667	24.80232	0.01	1
53	33.75913	0.01	1
53.03333	41.52896	0.01	1
53.06667	48.56357	0.01	1
53.1	53.53231	0.01	1
53.13333	56.31763	0.01	1
53.16667	55.7163	0.01	1
53.2	55.49436	0.01	1
53.23333	53.31842	0.01	1
53.26667	49.48883	0.01	1
53.3	43.85655	0.01	1
53.33333	36.74905	0.01	1
53.36667	28.29495	0.01	1
53.4	18.72534	0.01	1
53.43333	10.31626	0.01	1
53.46667	-0.1449493	0.01	1
53.5	-11.66495	0.01	1
53.53333	-20.06279	0.01	1
53.56667	-30.23777	0.01	1
53.6	-37.57711	0.01	1
53.63333	-44.0448	0.01	1
53.66667	-46.83321	0.01	1
53.7	-51.07826	0.01	1
53.73333	-53.83691	0.01	1
53.76667	-54.99133	0.01	1
53.8	-54.47324	0.01	1
53.83333	-52.15038	0.01	1
53.86667	-48.27764	0.01	1
53.9	-42.40421	0.01	1
53.93333	-35.7164	0.01	1
53.96667	-27.92754	0.01	1
54	-19.3126	0.01	1
54.03333	-9.623235	0.01	1
54.06667	0.8106703	0.01	1
54.1	12.36266	0.01	1
54.13333	22.43268	0.01	1
54.16667	31.77669	0.01	1
54.2	39.87652	0.01	1
54.23333	46.93653	0.01	1
54.26667	52.36616	0.01	1
54.3	56.13603	0.01	1
54.33333	56.26862	0.01	1
54.36667	56.28324	0.01	1
54.4	54.07982	0.01	1
54.43333	50.16104	0.01	1
54.46667	44.99593	0.01	1
54.5	37.87148	0.01	1
54.53333	29.47665	0.01	1
54.56667	20.08575	0.01	1
54.6	9.468395	0.01	1
54.63333	-1.074053	0.01	1
54.66667	-11.78623	0.01	1
54.7	-21.59828	0.01	1
54.73333	-28.66704	0.01	1
54.76667	-36.52093	0.01	1
54.8	-44.72507	0.01	1
54.83333	-50.21233	0.01	1
54.86667	-54.25979	0.01	1
54.9	-56.70807	0.01	1
54.93333	-57.01493	0.01	1
54.96667	-56.04389	0.01	1
55	-53.1847	0.01	1
55.03333	-48.6699	0.01	1
55.06667	-42.12321	0.01	1
55.1	-33.9043	0.01	1
55.13333	-25.93682	0.01	1
55.16667	-16.24368	0.01	1
55.2	-4.944737	0.01	1
55.23333	5.537838	0.01	1
55.26667	15.94277	0.01	1
55.3	21.11729	0.01	1
55.33333	30.2547	0.01	1
55.36667	38.15507	0.01	1
55.4	45.34185	0.01	1
55.43333	51.04062	0.01	1
55.46667	55.12023	0.01	1
55.5	55.29575	0.01	1
55.53333	55.74	0.01	1
55.56667	54.15537	0.01	1
55.6	50.46489	0.01	1
55.63333	45.33961	0.01	1
55.66667	38.93635	0.01	1
55.7	30.86043	0.01	1
55.73333	21.60405	0.01	1
55.76667	11.58721	0.01	1
55.8	0.743833	0.01	1
55.83333	-9.665635	0.01	1
55.86667	-19.60708	0.01	1
55.9	-26.26132	0.01	1
55.93333	-34.53548	0.01	1
55.96667	-40.65124	0.01	1
56	-46.91595	0.01	1
56.03333	-50.84254	0.01	1
56.06667	-53.61997	0.01	1
56.1	-54.33995	0.01	1
56.13333	-53.60536	0.01	1
56.16667	-51.05353	0.01	1
56.2	-46.73214	0.01	1
56.23333	-40.83601	0.01	1
56.26667	-33.73453	0.01	1
56.3	-26.75469	0.01	1
56.33333	-17.56908	0.01	1
56.36667	-7.633756	0.01	1
56.4	2.994955	0.01	1
56.43333	13.75057	0.01	1
56.46667	23.6757	0.01	1
56.5	33.23462	0.01	1
56.53333	40.80588	0.01	1
56.56667	47.3452	0.01	1
56.6	52.158	0.01	1
56.63333	54.03365	0.01	1
56.66667	55.51422	0.01	1
56.7	55.11605	0.01	1
56.73333	52.79974	0.01	1
56.76667	48.66487	0.01	1
56.8	42.96139	0.01	1
56.83333	36.11871	0.01	1
56.86667	27.65011	0.01	1
56.9	18.41377	0.01	1
56.93333	13.61435	0.01	1
56.96667	3.417228	0.01	1
57	-7.415073	0.01	1
57.03333	-18.09825	0.01	1
57.06667	-26.51783	0.01	1
57.1	-33.29752	0.01	1
57.13333	-39.89911	0.01	1
57.16667	-45.69308	0.01	1
57.2	-49.87229	0.01	1
57.23333	-52.48875	0.01	1
57.26667	-53.45364	0.01	1
57.3	-52.7918	0.01	1
57.33333	-50.3583	0.01	1
57.36667	-46.182	0.01	1
57.4	-40.38754	0.01	1
57.43333	-33.35016	0.01	1
57.46667	-25.71073	0.01	1
